Nombre del anuncio,Inicio del informe,Importe gastado (ARS),Impresiones,Alcance,Frecuencia,Clics en el enlace,Visitas a la página de destino,Artículos agregados al carrito,Pagos iniciados,Compras,Valor de conversión de compras,Reproducciones de video de 3 segundos,ThruPlays,Resultados
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-16,9445.78,1428,945,1.511111,23,25,9,0,0,0,943,100,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-17,19.93,6,6,1,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-17,3505.8,283,251,1.12749,10,8,5,2,1,85603.04,16,3,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-17,2.56,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-17,49.8,14,14,1,1,1,0,0,0,0,3,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-17,8152.05,988,795,1.242767,26,33,4,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-17,2357.66,430,384,1.119792,11,10,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-17,13117.73,1941,1673,1.160191,67,55,5,3,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-17,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-17,9844.73,569,384,1.481771,15,19,10,1,1,90159.27,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-17,28626.34,3311,2537,1.305085,48,50,15,0,0,0,3181,283,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-17,8941.01,910,650,1.4,16,15,3,0,0,0,480,58,
Ad5 - Video - Sale - Copia,2026-08-18,291.72,38,35,1.085714,2,1,0,0,0,0,35,5,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-18,11384.03,1378,1105,1.247059,43,36,9,3,0,0,105,7,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-18,1666.18,231,206,1.121359,9,8,8,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-18,35990.05,4612,3266,1.412125,155,136,17,1,0,0,245,13,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-18,18.64,9,9,1,2,2,0,0,0,0,3,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-18,17171.75,2221,1763,1.259784,73,64,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-18,612.18,120,103,1.165049,2,2,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-18,5.22,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-18,221.09,15,12,1.25,2,2,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-18,5328.07,885,778,1.137532,22,28,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-18,19.61,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-18,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-18,4044.91,378,317,1.192429,13,9,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-18,22.37,5,5,1,0,0,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-18,17413.34,1842,1539,1.196881,33,29,15,1,0,0,1677,147,
Ad2 - Angulo Viaje,2026-08-18,3395.1,283,269,1.052045,1,1,0,0,0,0,255,8,
Ad3 - Angulo Producto Fit,2026-08-18,34.18,4,4,1,0,0,0,0,0,0,4,3,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-18,0,0,0,0,0,0,0,0,0,0,0,0,
Ad5 - Video - Sale - Copia,2026-08-19,190.3,13,12,1.083333,2,2,1,0,0,0,13,4,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-19,139.84,21,19,1.105263,2,1,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-19,0.77,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-19,3.24,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-19,28981.91,3547,2582,1.373741,98,80,6,0,1,45237.97,187,12,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-19,858.44,63,57,1.105263,3,3,0,0,0,0,5,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-19,570.89,51,48,1.0625,1,1,0,0,0,0,26,5,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-19,20550.93,2276,1721,1.322487,49,48,16,3,2,282600.47,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-19,23.81,6,6,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-19,152.72,27,24,1.125,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-19,2919.99,348,292,1.191781,15,15,7,2,1,118974.50,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-19,369.21,52,49,1.061224,2,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-19,2830.41,254,226,1.123894,8,9,10,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-19,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-19,8304.62,583,446,1.307175,30,29,3,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-19,130.54,22,19,1.157895,1,1,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-19,21791.41,1936,1560,1.241026,42,39,6,0,0,0,1791,218,
Ad2 - Angulo Viaje,2026-08-19,50.69,10,10,1,0,0,0,0,0,0,8,1,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-19,89.28,10,9,1.111111,0,0,0,0,0,0,5,1,
Ad5 - Video - Sale - Copia,2026-08-20,772.51,22,20,1.1,1,1,1,0,0,0,20,4,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-20,66.97,8,7,1.142857,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-20,701.07,11,11,1,0,0,0,0,0,0,10,1,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-20,25709.93,2353,1833,1.283688,68,70,22,2,1,59483,101,3,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-20,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-20,39721.15,4135,2749,1.504183,130,111,10,4,1,39239.47,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-20,120.81,17,17,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-20,1539.95,142,129,1.100775,7,3,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-20,570.32,70,67,1.044776,3,3,0,0,0,0,5,3,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-20,93.36,8,8,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-20,254.23,40,36,1.111111,3,3,2,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-20,799.73,72,64,1.125,2,2,0,0,1,64662.97,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-20,188.32,16,16,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-20,6516.87,436,365,1.194521,27,24,7,1,1,77644.43,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-20,15.23,1,1,1,0,0,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-20,24125.99,1591,1295,1.228571,31,29,9,0,0,0,1473,157,
Ad2 - Angulo Viaje,2026-08-20,265.3,14,13,1.076923,1,1,2,0,0,0,13,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-20,103.33,6,5,1.2,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-21,1761.68,183,162,1.12963,2,1,0,0,0,0,14,0,
Ad5 - Video - Sale - Copia,2026-08-21,2015.22,167,152,1.098684,9,10,0,0,0,0,157,35,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-21,190.18,20,19,1.052632,1,0,0,0,0,0,1,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-21,308.99,9,9,1,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-21,6452.17,973,876,1.110731,62,45,10,0,1,209950,47,6,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-21,2323.65,214,192,1.114583,3,8,0,0,0,0,30,9,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-21,42861.82,5999,4249,1.411862,187,164,21,2,1,22239.47,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-21,6.75,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-21,16.67,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-21,0.74,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-21,300.94,37,34,1.088235,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-21,81.35,9,9,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-21,492.5,38,34,1.117647,2,2,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-21,4698.86,311,258,1.205426,11,5,5,1,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-21,22188.48,1888,1599,1.180738,30,25,2,1,0,0,1743,221,
Ad2 - Angulo Viaje,2026-08-21,1367.13,132,127,1.03937,2,2,0,0,0,0,119,4,
Ad3 - Angulo Producto Fit,2026-08-21,1261.08,95,91,1.043956,3,3,0,0,0,0,90,17,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-21,0,0,0,0,0,0,0,0,0,0,0,0,
Ad5 - Video - Sale - Copia,2026-08-22,3572.76,352,302,1.165563,17,17,0,0,0,0,110,23,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-22,54.32,8,8,1,2,2,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-22,124.31,13,13,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-22,136.09,9,7,1.285714,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-22,12381.47,1457,1129,1.290523,62,69,4,0,0,0,79,2,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-22,47.11,12,8,1.5,1,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-22,44.27,4,4,1,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-22,27917.7,3441,2529,1.360617,94,106,21,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-22,443.89,48,48,1,3,7,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-22,65.58,5,5,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-22,2553.52,259,219,1.182648,8,6,4,2,1,47158.43,36,7,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-22,2.47,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-22,1622.05,133,125,1.064,4,4,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-22,13185.34,983,696,1.412356,31,31,4,3,1,33991.50,2,1,
Ad1 - Angulo Anticipo Temporada,2026-08-22,21833.17,1616,1288,1.254658,65,52,2,0,0,0,582,66,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-22,0,0,0,0,0,0,0,0,0,0,0,0,
Ad5 - Video - Sale - Copia,2026-08-23,11630.71,1022,804,1.271144,52,51,5,3,0,0,188,46,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-23,348.96,24,24,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-23,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-23,11848.04,1496,1119,1.336908,51,44,5,0,0,0,60,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-23,66.45,13,10,1.3,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-23,55173.88,6629,4465,1.484658,230,222,24,4,2,230799.37,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-23,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-23,275.32,20,18,1.111111,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-23,808.29,92,82,1.121951,7,5,0,0,0,0,19,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-23,24.76,3,3,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-23,4368.42,420,344,1.22093,14,14,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-23,5439.44,619,530,1.167925,16,16,6,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-23,1.56,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-23,570.16,112,87,1.287356,1,0,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-23,18745.14,1211,1018,1.189587,46,45,8,2,0,0,261,34,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 2,2026-08-23,0,0,0,0,0,0,0,0,0,0,0,0,
Ad5 - Video - Sale - Copia,2026-08-24,2418.16,278,247,1.125506,11,9,7,2,1,90159.27,28,7,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-24,20104.91,2514,1984,1.267137,95,88,5,1,0,0,113,10,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-24,1030.64,150,132,1.136364,6,12,1,0,0,0,3,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-24,27752.75,4148,2952,1.405149,99,111,12,6,1,79787.21,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-24,856.4,126,126,1,5,4,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-24,924.92,80,74,1.081081,1,1,0,0,0,0,12,5,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-24,4728.06,620,508,1.220472,17,15,8,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-24,2369.78,348,319,1.090909,6,5,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-24,4302.81,597,531,1.124294,10,10,1,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-24,2119.17,136,113,1.20354,3,3,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-24,2103.17,286,234,1.222222,9,8,0,0,0,0,2,0,
