"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (CLP)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de ROAS de resultado","CTR único (porcentaje de clics en el enlace)","Visitas a la página de destino","Artículos agregados al carrito","Pagos iniciados",Compras,"CPM (costo por mil impresiones) (CLP)","Valor de conversión de compras","Valor de conversión de compras promedio [Todas las conversiones de la atribución incremental]",Frecuencia,"Clics en el enlace","Reproducciones de video de 3 segundos","Tiempo promedio de reproducción del video","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%",ThruPlays,"CTR (porcentaje de clics en el enlace)","CTR único (todos)","CTR (todos)","CPC (costo por clic en el enlace) (CLP)"
2026-08-12,2026-08-12,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-12,2026-08-12,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,522,73,65,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,3.076923,2,1,1,,7150.684932,,,1.123077,2,8,7,1,1,1,1,1,2.739726,3.076923,4.109589,261
2026-08-12,2026-08-12,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
