"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (CLP)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de ROAS de resultado","CTR único (porcentaje de clics en el enlace)","Visitas a la página de destino","Artículos agregados al carrito","Pagos iniciados",Compras,"CPM (costo por mil impresiones) (CLP)","Valor de conversión de compras","Valor de conversión de compras promedio [Todas las conversiones de la atribución incremental]",Frecuencia,"Clics en el enlace","Reproducciones de video de 3 segundos","Tiempo promedio de reproducción del video","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%",ThruPlays,"CTR (porcentaje de clics en el enlace)","CTR único (todos)","CTR (todos)","CPC (costo por clic en el enlace) (CLP)"
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,312,29,22,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,4.545455,,,,,10758.62069,,,1.318182,1,10,6,10,8,8,7,7,3.448276,4.545455,3.448276,312
2026-08-10,2026-08-10,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,9055,1016,642,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,5.919003,44,,,,8912.401575,,,1.582555,49,88,8,27,15,13,7,26,4.822835,7.320872,6.791339,184.795918
2026-08-10,2026-08-10,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,139,48,37,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,2895.833333,,,1.297297,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-10,2026-08-10,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,147,15,14,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,7.142857,1,,,,9800,,,1.071429,1,1,1,1,,,,,6.666667,7.142857,6.666667,147
2026-08-10,2026-08-10,"Carrusel Catalogo",not_delivering,,,,15000,Diario,434,62,55,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,7000,,,1.127273,,,2,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,225,29,26,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,3.846154,1,,,,7758.62069,,,1.115385,1,7,4,5,3,1,,1,3.448276,3.846154,6.896552,225
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,2128,254,190,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,4.736842,11,,,,8377.952756,,,1.336842,12,11,3,15,6,4,4,4,4.724409,4.736842,5.511811,177.333333
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,884,123,107,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,3.738318,4,,,,7186.99187,,,1.149533,4,29,17,60,33,27,23,23,3.252033,3.738318,3.252033,221
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,15817,1512,1168,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,4.708904,59,1,,,10460.978836,,,1.294521,73,121,7,38,17,10,3,38,4.828042,6.421233,7.539683,216.671233
2026-08-09,2026-08-09,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,658,66,46,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,6.521739,2,,,,9969.69697,,,1.434783,3,,00:00:00,,,,,,4.545455,6.521739,9.090909,219.333333
2026-08-09,2026-08-09,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-09,2026-08-09,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,1,3,3,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,333.333333,,,1,,2,11,2,1,1,,1,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,145,16,15,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,6.666667,,,,,9062.5,,,1.066667,1,3,5,4,3,2,1,1,6.25,6.666667,12.5,145
2026-08-08,2026-08-08,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,15646,1920,1460,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,5.958904,101,,,,8148.958333,,,1.315068,117,181,10,79,47,29,11,78,6.09375,7.671233,8.072917,133.726496
2026-08-08,2026-08-08,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,548,15,12,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,16.666667,3,,,,36533.333333,,,1.25,3,,00:00:00,,,,,,20,16.666667,20,182.666667
2026-08-08,2026-08-08,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-08,2026-08-08,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,439,47,42,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,7.142857,2,,,,9340.425532,,,1.119048,3,4,2,4,2,1,1,1,6.382979,7.142857,6.382979,146.333333
2026-08-08,2026-08-08,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-07,2026-08-07,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
